CALS,LINK,TITLE,DIFFICULTY,TOTAL_TIME,PREP_TIME,COOK_TIME,YIELDS,INGREDIENTS,INSTRUCTIONS,IMAGE,HOST,CALS,FAT,SATURATED_FAT,CARBS,SUGARS,FIBER,PROTEIN,SALT
https://www.bbcgoodfood.com/recipes/1649633/cauliflower-and-macaroni-cheese,Cauliflower & macaroni cheese,Easy,30,10,20,Serves 4,['250g macaroni'; '1 head cauliflower; broken into pieces'; '25g butter'; '2 tbsp plain flour'; '2 tsp English mustardpowder'; '450ml milk'; '100g cheddar; grated'],Cook the macaroni following pack instructions* adding the cauliflower for the final 4 mins.Melt the butter in a pan* then stir in the flour and mustard powder and cook for 2 mins. Gradually add the milk* stirring all the time to get a smooth sauce. Add three-quarters of the cheese and some seasoning to the sauce.Drain the macaroni and cauliflower and stir into the cheese sauce. Transfer to an ovenproof dish* then sprinkle over the remaining cheese and flash under a hot grill until golden and bubbling. Serve with a green salad* if you like.,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-775475_10-a73d57a.jpg,bbcgoodfood.com,446,17g,10g,57g,7g,2g,19g,0.68g
https://www.bbcgoodfood.com/recipes/1663640/sticky-glazed-ribs,Sticky glazed ribs,Easy,95,5,90,Serves 4,['2kg spare ribs; cut into individual ribs'; '2 tbsp barbecue spicemix'; '150g tomato ketchup'; '140g chilli ketchup'; '3 tbsp soy sauce'; '140g runny honey'; '3 tbsp teriyaki sauce'; '4 tbsp bourbonwhiskey'],Heat oven to 160C/140C fan/ gas 3. Place the ribs in a large bowl* then toss with the spice mix so they’re covered all over. Place a wire rack in a roasting pan and arrange the ribs in a layer* then cook for 1 hour* until browned and tender.Meanwhile* to make the glaze* place the ketchups* soy sauce* honey* teriyaki and whiskey* if using* into a pan* stir well and bring the mixture to a simmer. Simmer for 5 mins until thickened and sticky* then remove from the heat.When the ribs are done* remove from the oven and increase the heat to 200C/180C fan/ gas 6. Using a pair of tongs* dip each rib in the glaze* then return to the rack. Place back in the oven and cook for 10 mins. Remove from oven* dip into the glaze again* then return to the oven for another 10-12 mins until sticky. Serve hot with the autumn slaw (see below)* chips if you want* and a big pile of napkins.,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-776589_10-9e10047.jpg,bbcgoodfood.com,604,32g,12g,34g,30g,0g,48g,4.43g
https://www.bbcgoodfood.com/recipes/1742637/bean-and-pesto-mash,Bean & pesto mash,Easy,10,5,5,4 serving(s),['1 tbsp olive oil; plus a drizzle to serve (optional)'; '2 x 400g cans cannellini beans; rinsed and drained'; '2 tbsp pesto'],Heat the oil in a large saucepan. Add the beans and cook for 3-4 mins until hot through. Lightly mash with a potato masher for a chunky texture. Stir through the pesto and season. To serve* drizzle with a little olive oil* if you like.,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-801529_10-82ca74e.jpg,bbcgoodfood.com,183,5g,1g,25g,3g,7g,11g,0.84g
https://www.bbcgoodfood.com/recipes/1577640/crunchy-cauliflower-apple-and-blue-cheese-salad,Crunchy cauliflower; apple & blue cheese salad,Easy,15,15,,Serves 4 as a light main; 6 as a side,['5 tbsp cider vinegar'; '2 tbsp extra-virgin olive oilor rapeseed oil'; 'little drizzle of honey'; '3-4 apple; cored and thinly sliced'; '1 small cauliflower; chopped'; 'handful of alfalfasprouts (optional)'; '200g stiltonor vegetarian crumbly blue cheese; such as Dorset blue Vinney; crumbled'; 'small bunch mint; chopped'; '50g sunflower seeds; toasted (walnuts or cobnuts also work well)'],Make the dressing by whisking the vinegar* olive or rapeseed oil and honey with some seasoning. Pour over the sliced apple then gently mix in the cauliflower* alfalfa sprouts and cheese. Scatter over the mint and the toasted seeds before serving.,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-824452_10-9c539fd.jpg,bbcgoodfood.com,417,30g,13g,18g,15g,5g,19g,1.05g
https://www.bbcgoodfood.com/recipes/1759638/duck-liver-and-gin-parfait,Duck liver & gin parfait,Easy,30,,10,6 serving(s),['50g unsalted butter'; '2 shallots; finely chopped'; '400g pack duck or chicken liver; cleaned'; '1 heaped tsp thyme leaves'; '2 tbsp gin'; '170ml pot double cream'; '100g unsalted butter'; '16 juniper berries; chopped'; '2 tsp thyme leaves'; 'thinly sliced seed bread or brioche; toasted'; 'a few gherkinsor cornichons'],Melt the butter for the pâté in a pan and fry the shallots for 5 mins. Tip in the livers* thyme and plenty of black pepper and cook for about 5 mins until browned. Stir in the gin and cook for 1 min more.Tip the mixture into a food processor* scraping in all of the buttery juices. Blend with the cream and 1⁄2 tsp salt until smooth. Spoon into 6 ramekins and smooth the surface.For the topping* melt the butter with the juniper berries* thyme and a good grinding of black pepper* then spoon over the pâté. Chill until the butter sets. If you want to freeze them* wrap in cling film* then foil. To defrost* thaw in the fridge for 24 hrs.To serve* place on a plate with toast and gherkins or cornichons.,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-816517_10-94a9d63.jpg,bbcgoodfood.com,401,37g,22g,1g,1g,0g,12g,0.15g
https://www.bbcgoodfood.com/recipes/1837648/brussels-with-chestnuts-and-sage,Brussels sprouts with chestnuts & sage,Easy,45,35,10,8 serving(s),['1kg Brussels sprouts; trimmed'; '4 tbsp goose fat'; 'a few sagesprigs; shredded'; '200g pack whole; cooked and peeled chestnuts'],Boil a pan of water* add the sprouts and blanch for 6 mins. Drain and cool quickly under the cold tap or in iced water. To get ahead* pack into a plastic food bag and chill overnight.On the day* heat the goose fat in a large wok and add the sage and chestnuts. Cook for a few mins over the heat* add the sprouts* season and stir-fry until piping hot.,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-849500_10-69bc46b.jpg,bbcgoodfood.com,153,9g,2g,13g,5g,6g,5g,0g
https://www.bbcgoodfood.com/recipes/1837651/brandy-pudding,Brandy pudding,More effort,225,45,180,8 serving(s),['250g block stoned date; finely chopped'; '125g butter; softened; plus extra for greasing'; '85g light muscovado sugar'; '140g self-raising flour'; '1 tsp baking powder'; '2 large eggs'; '50g raisin'; '50g chopped candied peel'; '50g dark glacé cherry; halved'; '50g pecan; chopped'; '50g stem ginger; chopped'; '100g caster sugar'; '100ml brandy'; 'butterscotch sauce(see related recipes)'; '1 hollysprig; to garnish'],Heat oven to 180C/160C fan/gas 4. Put the dates in a bowl* pour over 250ml boiling water and set aside. Butter a 1.5-litre pudding basin and put a disc of baking parchment in the base.Put the butter* sugar* flour* baking powder and eggs in a large bowl* then beat with an electric hand whisk until well blended. Add the cooled date mix and beat again to make a sloppy batterStir in the fruits* pecans and ginger* then pour into the pudding basin and cover the basin with pleated baking paper and foil (see tips* below). Put the basin in a roasting tin half-filled with boiling water* then steam in the oven for 3 hrs until a skewer inserted into the pudding comes out clean.Meanwhile* make the brandy syrup. Put the sugar and 75ml water in a pan and stir over the heat until syrupy. Stir in the brandy and remove from the heat. When the pudding is ready* remove from the oven* take off the foil and paper* and push a skewer into the centre – it should come out clean. Pour over the brandy syrup so it soaks into the pudding* then cover until ready to serve. Will keep in the fridge for a week.To serve* warm the pudding in the turned-off oven once you have taken out the potatoes* or microwave on High* covered with cling film* for 5 mins. Warm the butterscotch sauce (see related recipes) in a pan or in the microwave on Medium for 2 mins. Turn out the pudding onto a plate* pour over some of the sauce and serve the rest in a jug. Top with the holly sprig and serve with good-quality vanilla ice cream,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-849513_10-93c1a66.jpg,bbcgoodfood.com,764,42g,23g,84g,74g,3g,6g,0.8g
https://www.bbcgoodfood.com/recipes/1841673/merry-cherry-fizz,Cherry vodka fizz,Easy,5,5,,6 serving(s),['50ml cherry brandyliqueur'; '50ml kirsch'; '50ml amaretto'; '100ml vodka'; '750ml bottle sparkling red grapejuice (we used Shloer)'; '12 maraschino cherries'],Pour the liqueur* kirsch* amaretto and vodka into a jug or cocktail shaker and mix well. Divide between 6 tall glasses and top up with grape juice. Add 2 maraschino cherries to each glass and serve.,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-849632_10-ffde268.jpg,bbcgoodfood.com,328,0g,0g,19g,19g,0g,0g,0g
https://www.bbcgoodfood.com/recipes/1813676/steamed-tilapia-with-green-chilli-and-coconut-chut,Steamed tilapia with green chilli & coconut chutney,Easy,20,10,10,2 serving(s),['100g basmati rice'; '2 large tilapia fillets'; '2 tsp butter'; '150g pot fat-free yogurt; to serve'; '2 small naan bread; to serve'; 'handful coriander; roughly chopped'; '½ green chilli; deseeded'; '25g desiccated coconut'; '1 lemon½ juiced; ½ cut into wedges'; '1 tsp chopped ginger'; '½ tsp ground cumin'],To make the chutney* put the coriander* chilli* coconut* lemon juice* ginger and cumin in a food processor. Add good pinches of salt and sugar* then pulse until it has a rough salsa-like consistency.Rinse the rice and place in a deep frying pan with 225ml water. Bring to the boil* then turn down low – it will take about 8 mins to cook.After about 3 mins* place the fish fillets on top of the rice* then dot a tsp of butter on each and spread the fresh chutney over in a thick layer. Cover with a lid and cook over a low heat for about 5 mins until the fish and rice are cooked through.Serve the fish and rice with the yogurt* warmed naan breads and the lemon wedges.,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-837499_10-f0f4d07.jpg,bbcgoodfood.com,418,15g,10g,42g,2g,2g,32g,0.28g
https://www.bbcgoodfood.com/recipes/1803654/celery-sticks-with-blue-cheese-dip,Celery sticks with blue cheese dip,Easy,10,10,,Serves 12 as a canapé,['300g soured cream or crème fraîche'; '100g mayonnaise'; '150g blue cheese; crumbled (Danish or Roquefort)'; '1 tbsp white wine vinegar'; '1 tsp Worcestershire sauce'; '1 head celery; cut into batons'],In a medium-sized bowl* mix the soured cream* mayonnaise* blue cheese* white wine vinegar* Worcestershire sauce and some seasoning. Pour into a serving bowl and use as a dip for the celery sticks.,https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-837537_10-3362979.jpg,bbcgoodfood.com,158,15g,7g,2g,2g,1g,4g,0.62g
